f1,f2,f3,label
0.22425665368936998,0.9996342634285915,0.85249255563812,1
0.17437730533188778,1.4622753354618832,1.9128114923245856,1
0.4434188423455989,1.0802745182069193,-0.5207834841174233,1
0.12603626568948445,0.7484879907686444,-0.09346572638007278,1
0.2626757271119652,0.9619485894056898,0.08245431953528892,1
1.7100465877823594,-1.1153804082320828,-1.7799510133230834,0
-0.023858816447086095,-0.5391073675641413,-0.3320636746909946,0
-0.3175781835354955,-1.773053329374961,-0.12941440269611226,0
0.8049655893430293,-0.7551840425308689,-1.184062088410983,0
1.849312957371795,1.7604425453076895,-1.4468966933594003,1
1.9820681948635976,2.6423583055789175,0.2500492489510009,1
0.8728280946007214,-1.3174278633978038,-0.36069371467301437,0
1.1840391450305634,-0.038344830381275896,0.17157240853599598,1
-0.5284765204320654,-0.4411512462993936,0.22077857752640329,0
0.4112942146512446,0.27556716740549925,-0.044481360212346055,1
0.19430153739803102,-0.4669407871013894,-0.743048243297195,0
-0.5916224795536726,-0.37701829049688984,-0.607926421082927,0
-1.109060494806397,-0.9072576911459214,-1.390502095464881,0
-0.029446637158646816,-0.46225508033752094,-0.4051852726910389,0
-0.02340548283761379,-0.6510570898562082,-0.16025201506525388,0
0.846286868768102,-0.8299318744320965,-1.0166152838634006,0
1.7167469570278047,0.4975401922697582,1.0465685976548311,1
2.079748702190376,-1.3404413730366236,-1.9414436546226477,0
0.5131623723377843,-0.16697148611474266,0.08030997423999997,0
0.7651692687042195,-1.463031237020278,0.06644612933630345,0
0.6684459549693673,0.17441483032764526,0.23527606349303465,1
1.5567467446475458,1.1850320616707806,0.7681683856837371,1
-2.5499913558122738,1.9310035123702152,-0.0048901763869282355,1
0.606294921781183,1.5476444325109089,-0.05967030982999233,1
-0.8836056118970674,3.317946509520454,1.0836426589040467,1
-1.5235387527546034,-1.535024088211678,-1.353420434776961,1
-0.501951916129663,-0.5653641714027055,-0.3177955365625321,0
-0.10394788735536964,-0.27404965990175045,-0.6813861039722258,0
1.5602221338138897,-0.5195963448072112,0.14314297964994005,1
1.9064841686885794,-1.7998314306629748,-0.9655118629004646,0
-1.3443590130267102,-0.38903056871823605,-0.588830672496822,0
-1.534801829538651,-1.3278178909304876,-1.4751457534003476,0
-1.4606984074718883,-0.8487577411089706,-0.8226514823008548,0
1.6688957988734074,-1.2524833882055195,-1.497906606650295,0
-1.9792198226027886,0.5524745874252028,0.6389817658104859,0
-0.5162063189830934,-1.208898427365305,-0.8137284977333261,0
1.385009389203051,-1.4763625475479232,-0.7851136742622464,0
2.952717604633414,-1.1997865294967665,0.15562768702901064,1
-0.09556877923248264,-0.4016306208203205,-0.3833567670340372,0
0.42537230564741846,1.1175970025303832,-2.139653224157092,1
3.531827006207995,-1.3907312101088296,1.1297964012130488,1
0.5184491837843681,-0.2840357833384406,0.9047194078265577,0
0.603325563524981,2.4575078654746285,2.902107980297174,1
3.085405365485267,1.6820002228185524,-1.7297750800136191,1
1.0889619377016593,1.6248522319616039,1.8594309729476313,1
1.5947379270586313,-0.11765908953246629,0.12766342330960778,1
2.024567079491666,0.48382198062310733,1.0834200756297911,1
0.7790195687207455,0.1771192618469658,-0.9013139467720716,1
0.9858544056312317,1.6805551437465809,0.5798258664449536,1
1.3194713904502358,2.8219132652825096,-0.31438829554628256,1
0.531106918836691,0.39911330602152284,0.35682242619281523,1
1.9718848900530643,-1.4223001347083675,-1.6909972429283489,0
1.9583432331422286,2.4553136640547946,-1.6525264848994339,1
-2.017624469256609,-1.1988284323683873,-1.0904840555261086,0
1.9471292026707387,0.5796821693395531,-0.22747577788668438,1
-2.1597101541513855,-0.0073909629893066375,-2.4383907225141885,0
-2.0993173496666904,0.8580688891025168,-0.6399031515627047,0
-0.06370167373894486,1.8107677077715991,1.0605892955907408,1
1.111600983602082,2.1993708798223284,2.682975043074786,1
-0.2982253938129058,-0.5352309330384342,0.11634455990634818,0
0.36124617182438334,2.5118713212335373,-1.0116732598912832,1
0.9107612137316121,-1.0672347118879197,-0.7203829584768213,0
-1.6702444756555324,-1.3376305928171808,-1.9864640883877827,0
1.0535133627072617,-0.43116172312041234,-0.6528661325488396,1
0.12632893204491036,-1.283625157028399,-0.3955673943418926,0
1.9566141607115382,0.5124465526452477,-1.902995217888967,1
2.703890300754293,-2.0194678817274507,-1.6930288749383537,0
2.0271551910321572,-0.23984824060005616,-0.40594131386895693,1
1.400774876593726,-1.3343898141306623,-1.0120101592688495,0
-1.6454736217453185,-0.9456291826400962,-1.3400037531010214,0
1.590482071138967,-0.06128463919949234,0.779311055979844,1
0.9104779652622034,0.8872171676902332,0.7393540019866547,1
-0.3766164608593392,-0.015821662068731923,-0.10494698243942724,0
-0.008314284496223179,0.9559451369471597,-2.7066072258059677,1
1.6210341621576063,-0.2919084116347255,-1.3807702120770795,1
0.5431573432476158,2.197467568776225,2.5157319451622024,1
0.8556948516893865,0.6787096483877568,0.8247010835672168,1
1.2934442001456694,-0.895795670011358,0.9813103452655598,0
1.0737518020716887,1.4180116689795113,1.1533654694732514,1
1.2079346584462771,2.420341321887528,3.2923727832868823,1
0.8924147592232672,-0.939440809937887,-0.9344314263270612,0
-0.3659435331768507,-1.5904382460048474,-0.1034672149951833,0
-2.652002817734899,-1.3547832311275796,-3.2338923191166313,0
1.0938811718096966,1.9056455018896563,1.7498856214593106,1
1.3030441022357486,-1.1166009908304417,0.8006161417671458,0
2.807643679216997,-2.172151427696247,-1.0870854442220605,1
0.2548609130781184,-0.6170166339527673,-0.5834087882866483,0
0.18673573954803924,-0.27927529024926234,-1.0010709757486,0
0.6120362264443293,-0.5757481011613266,0.7118934300764379,0
0.6161588845984833,2.436349465598526,1.5820217413454138,1
1.1055959428556699,-1.2433216392999853,-0.7462552792487656,0
-1.611911623970194,-1.1215354510649531,-0.9885542371857906,0
1.395394932299237,-2.099567636170109,0.8005382368338598,1
1.9290372337078392,-1.6371730486304945,-1.3064673587138156,0
-1.0759706831876878,-1.5298951184688656,-1.541752353800832,0
-1.3040774863193159,-1.5821755197385126,-1.5120173415959575,0
1.8284795633053443,-1.6412968001908999,-1.1066008267527474,0
2.9155167185155,-2.037794948125957,-2.009240807095032,0
1.5651560642613207,-1.6943026872069575,-0.832758343521699,1
2.5733379572095334,-1.6135573211619985,-2.148325313129993,0
-0.3673288139312534,-0.2631595074163622,0.26360203891828116,1
